living_area_sqft,bedrooms,bathrooms,property_age,lot_size,parking_spaces,property_condition,neighborhood_quality,distance_to_transit,distance_to_school,crime_index,accessibility_score,local_income,unemployment_rate,inflation_rate,property_price
3287.3,5,3.5,7.4,12276.5,1,Good,6.12,4.85,1.12,26.39,10.0,95.56,5.67,3.73,84.08
3672.5,4,3.5,0.2,13581.1,3,Good,6.42,2.27,1.02,31.32,10.0,93.54,4.81,4.25,93.45
2814.7,4,2.5,65.0,14381.3,3,Fair,4.46,6.82,2.36,53.26,7.55,100.66,3.78,1.81,50.73
2058.8,3,2.5,17.0,9561.2,2,Average,8.4,6.53,1.99,14.89,8.31,122.79,4.0,4.48,60.42
1505.8,2,2.0,9.9,8739.4,2,Average,7.65,4.21,4.06,41.73,10.0,117.44,3.46,2.76,49.28
1494.2,2,2.0,1.8,6926.2,1,Excellent,8.15,0.54,4.29,35.21,10.0,118.13,7.55,2.94,63.13
2399.2,4,3.5,21.6,13792.3,3,Average,4.31,0.76,4.56,51.56,10.0,81.18,3.3,4.86,59.06
2313.3,3,2.5,6.0,11070.8,2,Fair,8.54,3.07,2.01,16.91,10.0,120.21,3.82,3.53,63.01
3263.5,4,3.0,65.0,12706.9,3,Fair,8.34,1.1,4.11,15.96,10.0,131.69,5.17,2.84,70.41
2509.0,3,2.0,54.1,,2,Fair,6.08,2.76,2.24,52.35,9.56,89.45,3.19,2.94,54.75
1180.8,3,2.0,23.9,5089.6,1,Fair,8.11,2.83,1.67,15.95,10.0,137.55,3.93,2.36,49.3
2887.6,4,3.0,63.8,16590.6,2,Good,6.99,3.03,4.27,38.65,9.32,112.34,5.33,3.41,79.99
1409.1,2,1.5,2.0,,3,Average,3.63,2.9,4.21,57.91,9.52,64.62,5.42,3.15,39.01
1746.9,2,2.0,5.9,7928.3,1,Good,6.17,1.73,0.83,42.52,10.0,107.76,5.65,3.9,52.51
2181.1,4,3.0,5.3,8856.9,2,Average,5.63,0.96,3.99,34.91,10.0,96.69,5.99,4.69,69.12
4017.8,6,4.5,1.3,21653.9,3,Excellent,6.65,2.54,1.12,30.51,10.0,113.1,5.16,2.46,111.01
5200.0,6,5.0,64.5,19309.9,3,Average,8.34,2.39,2.98,21.46,10.0,122.09,4.44,3.85,101.9
2470.9,5,3.5,1.1,9374.4,3,Average,3.55,1.23,2.25,53.48,10.0,62.4,5.7,2.25,60.23
1874.1,4,3.0,35.0,7664.7,3,Good,5.7,0.37,2.53,51.55,10.0,92.46,6.73,3.73,56.59
2409.3,3,2.5,26.3,10048.6,2,Average,5.02,0.94,2.52,41.67,10.0,75.73,5.88,2.52,58.83
2726.2,4,4.0,8.5,11206.9,3,Good,5.1,2.76,3.72,40.1,10.0,97.34,4.25,2.39,82.64
1786.1,3,3.0,0.3,9166.0,2,Average,5.02,2.65,2.28,55.36,9.73,103.28,5.88,5.31,52.55
3745.6,5,4.0,0.1,20332.4,2,Average,6.62,0.66,4.07,43.15,10.0,109.27,5.82,5.01,85.06
2165.8,4,2.5,4.1,12114.4,1,Good,7.44,3.18,3.42,38.91,9.98,130.43,3.84,2.87,64.13
2378.5,2,1.5,12.3,11640.6,2,Average,7.13,1.96,4.99,13.82,10.0,122.74,4.94,4.83,70.0
2522.7,3,2.5,11.0,6890.4,2,Average,6.83,3.59,2.58,35.25,10.0,99.84,5.82,3.37,63.85
2315.9,5,3.5,15.8,12514.0,3,Good,7.62,7.21,0.91,26.57,8.3,124.32,6.48,2.37,77.36
2680.2,4,3.5,26.6,9283.4,2,Fair,10.0,1.38,3.08,8.0,10.0,122.04,4.49,3.89,77.3
1610.0,3,2.5,8.5,5571.6,2,Excellent,6.74,1.57,1.33,36.16,10.0,105.17,3.6,4.11,57.36
1643.5,3,2.5,3.1,11122.7,2,Good,8.34,3.81,0.5,21.21,10.0,104.33,5.76,3.96,66.81
1359.6,1,1.0,29.0,6983.5,1,Fair,8.24,9.73,2.32,24.05,7.69,118.17,4.93,2.13,46.02
2330.5,4,3.0,7.3,9842.5,1,Fair,9.7,2.33,6.94,41.11,10.0,116.39,5.46,2.54,71.39
2624.5,4,3.5,6.1,13985.1,3,Good,7.51,0.79,2.21,28.78,10.0,126.67,5.41,4.1,71.91
2345.4,3,1.5,26.0,13333.4,2,Good,4.98,8.95,3.77,50.79,8.75,76.74,5.36,2.54,56.04
3590.6,6,4.5,49.0,16922.6,3,Good,7.05,2.23,2.19,36.62,10.0,118.75,4.75,4.16,83.35
1994.3,4,3.0,44.4,9357.4,0,Fair,6.95,2.18,5.06,33.88,10.0,103.89,6.2,3.13,49.86
2525.2,5,3.5,2.7,11944.6,3,Excellent,7.97,2.68,5.73,18.92,10.0,90.81,4.27,2.17,76.5
1363.6,3,1.5,12.6,5982.8,2,Average,4.93,1.13,2.41,35.29,10.0,74.89,5.49,2.41,45.59
1745.0,3,1.5,1.8,5005.5,1,Good,8.78,5.11,4.37,19.11,9.19,118.53,5.63,3.74,60.58
2549.0,3,2.5,58.4,12430.9,2,Average,6.51,3.48,0.68,33.53,10.0,99.65,4.98,3.78,60.22
2689.7,4,3.0,4.4,9371.4,3,Excellent,8.01,10.11,1.67,8.0,6.53,138.24,6.07,4.57,83.08
1802.8,5,3.0,4.0,6382.6,3,Good,7.06,0.93,3.67,41.73,10.0,129.59,4.69,3.41,70.57
1948.7,4,3.0,39.5,7842.9,3,Good,6.72,3.29,1.52,35.3,9.87,99.05,7.73,3.25,58.29
1174.7,4,2.5,61.9,6542.0,1,Average,6.92,2.53,2.25,46.17,10.0,86.95,5.46,4.75,50.7
1763.5,4,3.0,21.5,11154.8,2,Average,7.71,,0.81,9.96,8.86,103.24,6.56,2.77,56.76
2728.8,5,3.0,2.3,14545.1,3,Fair,10.0,0.3,6.55,20.06,10.0,146.71,6.18,3.19,69.7
2443.8,4,2.5,12.0,11203.6,2,Good,2.87,4.78,4.73,59.56,7.86,56.47,6.77,3.76,50.5
2380.9,4,3.0,30.5,13188.8,3,Fair,7.47,3.32,1.34,41.08,10.0,88.87,5.3,2.73,60.92
2033.3,2,2.0,15.3,11682.0,1,Good,6.58,3.19,0.91,37.7,10.0,93.61,6.44,3.73,63.05
2003.1,3,2.5,2.6,9499.4,3,Good,6.18,6.86,3.66,39.57,9.68,114.45,6.8,3.4,54.79
1585.9,3,2.5,3.4,9766.2,1,Good,2.25,3.05,1.5,71.12,8.33,54.92,5.52,4.25,45.01
2551.9,4,3.0,35.9,10144.3,4,Fair,7.54,4.23,1.71,24.33,9.81,112.42,4.43,3.09,78.78
2315.4,4,3.0,13.5,8731.2,4,Good,6.28,3.52,8.5,32.92,8.41,91.72,7.21,2.92,62.15
2373.7,4,2.5,22.0,7938.1,2,Good,5.0,0.43,1.28,45.0,10.0,76.04,5.22,4.84,70.52
1662.2,2,2.0,8.4,7727.8,2,Average,6.58,0.58,2.84,22.46,10.0,108.24,5.29,4.04,48.91
940.4,1,1.0,13.7,3983.7,1,Excellent,5.97,1.52,2.41,35.64,10.0,95.68,5.5,4.21,32.8
2933.7,4,3.5,65.0,14150.8,3,Average,3.36,3.8,1.93,52.63,8.67,74.48,4.34,4.03,55.8
1689.9,2,1.5,7.2,7878.3,1,Average,6.66,0.29,4.74,21.64,10.0,109.23,5.57,2.89,57.5
1477.4,1,1.0,20.2,4495.1,0,Average,7.54,4.94,2.3,31.45,9.5,112.03,5.58,2.68,42.87
2547.1,3,2.5,3.4,8412.8,0,Average,5.51,0.93,2.07,42.64,10.0,93.76,5.19,2.69,61.48
1742.0,4,2.0,2.3,7418.4,2,Excellent,6.97,2.82,2.41,35.12,10.0,96.87,5.13,2.97,69.79
2895.7,4,3.0,27.6,9545.7,2,Good,6.69,0.92,2.38,39.92,10.0,101.31,4.96,4.3,78.42
2479.8,4,3.0,33.5,11955.5,3,Good,8.38,0.82,3.34,17.31,10.0,140.16,4.78,3.38,76.23
2538.3,4,2.0,19.9,11723.4,2,Good,6.31,1.5,2.48,29.62,10.0,97.75,6.0,4.1,73.54
1238.8,3,2.0,3.1,5924.5,3,Excellent,7.94,8.34,0.75,27.6,7.87,113.29,5.52,4.02,54.24
3053.9,6,4.5,5.0,11956.6,3,Good,5.94,1.07,1.13,16.27,10.0,96.21,6.22,4.6,85.64
2189.5,4,3.0,43.6,11090.0,2,Average,10.0,0.36,2.36,10.29,10.0,123.68,4.63,4.0,63.32
1755.9,3,2.0,6.1,10557.3,3,Average,5.71,7.05,0.46,47.44,6.91,93.8,6.44,3.56,48.03
2101.0,3,2.5,30.8,12486.4,0,Average,5.27,2.05,1.67,50.6,10.0,109.32,6.18,2.43,52.47
1073.1,1,1.0,6.1,6023.0,1,Good,6.32,3.31,3.16,34.22,10.0,86.35,4.93,4.86,43.34
2305.4,5,3.5,50.5,10141.6,2,Fair,5.19,7.14,3.08,27.28,7.69,88.42,4.47,4.2,60.06
1393.7,2,2.0,44.3,5507.9,2,Average,4.25,4.71,3.1,31.74,8.14,73.57,5.85,3.72,43.41
1244.6,2,2.0,0.8,6391.9,1,Good,7.81,5.29,4.62,30.99,8.55,114.12,3.46,3.56,64.64
1172.8,3,2.0,26.5,6832.8,2,Average,1.0,2.29,2.5,74.7,9.84,35.56,4.74,2.06,41.65
2949.6,4,3.0,3.3,9935.1,3,Average,5.21,3.92,1.75,60.46,9.33,94.9,5.5,3.72,75.69
1603.2,3,2.5,4.4,5760.7,1,Good,4.08,10.82,1.34,44.59,4.98,56.6,5.04,3.0,36.63
3418.0,6,4.0,11.1,11212.2,3,Average,6.76,7.26,2.02,35.37,8.42,112.33,4.02,2.17,88.76
1656.5,4,2.5,15.5,7813.6,2,Average,2.56,3.23,4.41,78.78,8.99,55.4,5.3,3.04,50.32
1099.3,1,1.0,7.1,5301.1,2,Excellent,7.49,0.49,1.94,32.87,10.0,86.41,4.1,3.58,50.96
1351.8,1,1.5,15.4,5107.4,1,Good,7.68,12.67,2.31,13.4,5.93,118.65,5.49,3.68,36.55
3079.5,5,4.0,3.4,16375.5,2,Average,3.56,1.02,6.33,79.99,10.0,67.55,4.77,2.52,70.45
1892.1,3,2.5,0.4,10241.1,1,Good,6.84,1.63,1.82,47.24,10.0,91.49,5.05,2.38,64.89
1649.3,3,2.0,15.2,6773.8,3,Good,7.43,0.68,2.49,26.6,10.0,112.68,4.3,3.17,60.22
2113.3,3,2.5,13.1,7371.1,2,Good,8.19,0.78,1.14,31.66,10.0,100.79,6.05,3.83,63.3
2381.8,2,1.5,21.1,8831.7,0,Good,3.86,5.28,1.08,63.56,9.44,59.76,5.04,2.81,51.5
2954.5,5,3.5,18.9,12467.3,2,Good,3.6,0.64,1.61,62.76,10.0,66.95,4.39,3.07,76.5
3317.5,6,4.5,41.0,12962.5,3,Average,9.2,0.87,5.42,8.0,10.0,107.26,5.07,3.54,87.22
1761.8,3,2.5,11.1,8120.3,1,Good,5.02,0.8,3.56,51.47,10.0,66.62,7.11,2.78,57.39
1256.2,2,1.0,0.2,6347.7,3,Average,5.55,1.68,2.67,56.29,10.0,74.81,5.57,1.9,48.41
1729.0,3,2.5,17.9,8054.4,1,Good,7.64,4.0,1.88,31.0,10.0,113.96,6.38,3.63,55.91
2188.8,4,3.0,20.2,7947.9,2,Average,4.4,3.5,0.34,54.12,8.49,81.73,3.43,2.09,60.48
1426.1,3,2.0,13.3,6436.8,2,Average,6.02,4.33,0.86,36.56,9.71,81.75,4.98,3.65,55.21
1429.4,3,3.0,21.0,7381.6,1,Fair,8.11,4.35,1.63,17.93,10.0,104.92,4.1,3.23,51.84
2253.7,3,2.0,7.0,6582.4,0,Good,3.94,0.21,4.45,42.31,9.75,72.27,4.63,3.23,59.25
1964.5,3,2.0,2.9,6834.2,2,Good,5.6,3.89,1.01,48.43,8.73,90.96,4.36,2.57,50.37
2021.3,3,2.0,19.7,10579.6,1,Average,4.47,3.89,2.89,50.51,9.14,66.62,6.62,3.15,46.55
1532.3,3,2.0,5.1,8297.5,2,Fair,5.11,0.41,3.4,32.49,10.0,109.33,5.99,2.74,47.66
1843.4,3,2.0,11.0,7691.7,2,Fair,8.63,1.98,2.81,27.05,10.0,126.87,4.37,5.54,54.84
1445.9,3,1.5,12.2,8529.4,2,Average,9.03,0.46,8.5,12.15,10.0,126.45,4.69,2.8,54.49
2728.7,5,3.5,11.7,13695.2,4,,6.96,0.88,2.15,26.0,10.0,99.68,5.6,4.18,86.95
2870.8,5,3.5,16.4,15892.1,2,Excellent,7.46,2.35,1.41,22.8,10.0,124.89,6.18,2.98,83.81
1047.2,3,2.5,0.5,4247.3,1,Good,7.41,0.24,1.47,26.38,10.0,117.83,6.35,3.58,57.87
1443.3,2,2.5,65.0,7567.1,0,Fair,5.29,0.52,7.34,51.49,10.0,61.51,5.9,3.41,37.71
1183.5,1,1.5,22.7,4102.3,1,Average,6.93,0.48,0.9,26.65,10.0,94.94,7.2,3.28,50.06
1591.6,2,1.5,10.0,7725.9,2,Excellent,4.17,0.63,3.76,62.24,9.95,66.68,5.67,3.25,48.11
1940.7,3,2.0,3.8,9564.4,1,Average,4.77,0.36,1.43,52.7,10.0,79.74,4.71,3.59,51.62
1203.1,1,1.0,1.5,5705.7,1,Excellent,6.34,3.23,1.82,31.74,9.7,106.73,4.3,4.43,53.97
1447.1,3,2.5,20.1,8171.2,2,Good,4.59,0.83,0.89,50.73,10.0,62.81,4.01,2.55,41.31
1406.2,2,1.5,6.9,4572.7,0,Good,4.21,6.55,3.85,49.85,8.6,72.29,3.87,2.07,43.14
2148.5,4,2.5,4.7,10027.7,2,Excellent,5.22,7.12,0.2,43.12,7.54,108.8,5.94,2.78,52.33
2047.3,4,2.5,8.6,7919.1,2,Fair,8.56,3.96,5.32,32.2,10.0,123.89,6.95,3.5,54.63
1552.1,2,2.0,16.2,7279.1,1,Good,9.3,0.41,0.55,12.19,10.0,122.26,5.32,3.18,61.46
2125.8,4,3.0,20.0,5834.9,2,Average,6.44,7.31,1.05,39.93,7.99,80.4,7.21,4.56,48.91
1650.2,3,2.0,18.7,10017.4,1,Average,7.55,1.94,1.21,23.02,10.0,104.98,5.23,4.46,53.79
1817.0,3,2.5,35.8,10068.1,2,Average,5.49,0.84,4.19,49.49,10.0,72.98,5.87,3.06,42.59
3589.3,5,3.0,4.4,18644.5,2,Excellent,2.78,5.03,4.87,66.79,8.11,51.47,3.46,4.56,82.54
3194.4,6,4.5,18.2,10263.7,4,Excellent,4.89,1.56,4.27,57.65,9.9,88.84,6.09,3.72,84.93
1267.9,2,2.0,1.9,28724.399999999998,2,Fair,5.94,2.46,1.69,33.24,10.0,93.88,4.5,2.85,45.75
2671.5,5,3.5,14.3,8184.5,3,Average,6.75,4.55,7.18,40.14,10.0,95.95,6.11,3.31,76.64
2654.4,3,2.5,15.8,13613.1,2,Good,6.32,0.54,3.4,50.23,10.0,72.59,6.61,3.26,65.65
1336.9,3,1.5,4.4,7259.2,0,Good,5.99,0.79,3.16,34.67,10.0,105.57,5.54,2.85,42.84
2661.3,5,4.0,8.9,12066.2,2,Good,5.47,11.27,4.23,43.15,5.74,82.92,5.68,2.92,57.93
3423.0,6,4.0,31.6,17337.4,3,Fair,7.12,4.2,1.89,32.38,10.0,108.38,5.33,3.74,80.86
1349.0,2,1.5,2.9,4910.2,1,Average,4.04,1.04,3.97,53.98,10.0,58.75,5.9,3.1,40.92
1449.4,3,2.5,10.3,7283.2,2,Average,7.94,2.93,2.79,26.89,10.0,110.63,7.26,3.19,64.22
2853.2,6,4.5,48.6,10225.2,3,Fair,5.44,0.87,5.61,50.09,10.0,79.49,5.21,3.24,60.09
2197.4,2,2.0,12.6,12245.9,2,Average,10.0,6.62,0.69,10.53,8.96,121.33,5.38,3.27,63.77
2423.6,4,3.0,23.2,15010.9,3,Average,5.93,2.11,1.91,40.58,9.94,80.51,3.24,4.09,69.19
2251.2,3,2.5,31.6,11369.2,2,Average,5.64,5.46,0.72,44.44,8.61,89.6,5.66,2.78,56.49
2291.0,4,3.5,4.1,13016.0,2,Average,5.49,11.63,6.56,39.71,5.74,92.28,4.34,3.57,54.87
1256.1,2,1.5,4.4,5921.6,2,Excellent,5.65,12.86,3.61,40.5,5.11,80.44,4.98,2.27,41.55
2882.9,4,3.0,25.6,17116.1,2,,7.59,0.67,3.29,22.27,10.0,95.48,5.73,3.01,68.77
3009.0,5,3.0,25.2,11077.2,3,Excellent,6.42,9.47,2.94,36.57,8.45,93.88,3.42,2.42,72.85
1844.0,2,1.5,1.1,8964.8,2,Average,8.28,1.21,3.23,24.53,10.0,131.1,5.71,4.61,55.55
1968.0,4,3.0,7.0,9398.4,1,Good,7.34,1.63,2.53,28.82,10.0,96.22,5.48,3.5,68.72
1169.2,1,1.0,9.2,5102.6,1,Good,6.56,0.41,6.32,29.09,10.0,100.58,5.97,3.08,46.59
2392.2,4,2.5,31.8,8845.2,2,Average,7.17,3.52,5.0,30.98,10.0,98.22,4.5,2.1,60.81
2441.1,4,2.5,9.9,7225.9,4,Average,8.65,3.51,1.33,20.69,10.0,140.31,6.42,2.4,71.27
1955.2,2,2.0,46.8,11052.3,1,Average,7.68,5.0,2.14,28.64,8.95,106.25,5.54,4.04,54.53
2961.7,5,3.5,65.0,8476.2,2,Average,7.01,9.56,0.39,48.63,8.61,114.83,4.42,3.67,65.77
1777.7,2,1.5,27.3,8134.4,2,Average,7.26,1.99,3.9,23.01,10.0,122.71,3.69,2.32,45.81
2434.8,4,3.5,19.8,12205.0,3,Average,4.43,1.87,2.8,47.67,9.58,97.47,4.6,2.32,61.18
1398.4,1,1.5,9.0,4856.3,1,Good,10.0,3.46,1.19,17.71,10.0,121.05,6.16,4.79,57.92
1981.8,4,2.0,1.2,10242.6,2,Good,7.45,3.72,2.02,25.32,9.38,91.11,5.69,4.42,68.82
1879.9,2,2.0,15.3,9422.9,2,Excellent,7.63,2.09,1.43,40.63,10.0,129.06,2.84,3.62,65.27
2162.1,3,2.0,8.1,8096.6,1,Good,6.45,8.26,3.21,34.48,9.59,113.18,4.83,3.49,56.67
1755.8,3,2.0,7.8,10067.6,2,Good,2.36,0.37,1.22,72.6,10.0,43.55,5.34,3.27,50.92
1908.3,2,2.0,20.9,,1,Good,6.02,4.72,2.75,44.94,9.18,48.94,7.3,2.46,49.09
2668.1,4,3.0,11.2,9051.5,3,Average,6.64,0.95,2.13,42.71,10.0,102.45,6.62,4.05,64.32
1714.9,2,2.0,25.1,8333.9,2,Fair,5.02,2.39,1.84,41.0,10.0,61.47,5.0,3.25,36.42
1138.8,2,1.5,9.1,5366.6,1,Average,5.0,6.3,4.21,61.04,9.45,70.95,5.4,3.95,33.04
3686.2,6,4.5,2.9,19994.5,2,Excellent,5.89,1.48,2.7,41.91,10.0,95.26,3.7,3.1,102.4
3240.6,6,4.0,11.1,17748.1,4,Excellent,7.89,7.56,0.58,29.94,8.78,120.14,2.5,3.67,95.33
1271.2,2,1.5,54.3,5526.8,2,Fair,8.76,2.12,2.1,10.03,10.0,147.88,4.76,3.04,53.95
2543.8,5,3.0,29.1,9981.0,3,Good,6.81,4.08,7.26,36.72,9.56,98.07,6.3,3.45,65.04
1675.7,1,1.0,4.1,6590.8,1,Fair,5.48,4.3,0.79,37.37,8.64,74.34,5.4,4.0,44.39
2191.2,5,4.0,8.9,7348.8,4,Good,5.85,1.17,1.91,48.54,10.0,105.09,4.38,3.0,55.43
2214.9,4,2.5,47.3,,1,Average,6.68,7.59,3.54,23.42,8.61,107.09,6.2,4.91,46.02
1840.8,3,2.0,2.4,9390.1,2,Fair,6.89,0.63,2.3,34.6,10.0,99.18,7.17,2.97,57.14
1518.8,3,2.0,5.3,7475.8,1,Excellent,7.28,3.05,1.72,26.63,10.0,109.2,3.56,3.5,60.59
1569.2,2,1.5,5.5,5601.1,1,Excellent,5.71,8.66,2.76,29.86,6.73,85.36,5.14,4.44,38.43
1450.0,2,1.5,15.2,7236.6,2,Good,7.45,0.3,3.58,19.86,10.0,120.39,4.61,4.49,55.56
1493.5,3,2.5,9.5,3555.9,2,Good,7.31,2.62,1.51,30.35,10.0,132.7,5.25,3.75,61.24
1951.8,2,2.0,1.5,9279.8,1,Excellent,5.79,1.11,2.01,35.17,10.0,81.41,4.7,3.6,62.77
1555.4,3,2.0,17.9,6359.1,1,Average,3.4,0.88,1.49,53.13,10.0,70.05,8.27,3.45,38.64
2537.0,3,2.5,1.9,10978.6,0,Average,4.91,1.05,4.53,53.36,10.0,60.02,5.07,4.42,48.46
3362.8,5,3.5,16.8,14133.5,3,Average,9.32,7.66,0.71,23.46,7.6,117.18,5.53,4.12,86.58
1631.1,2,2.0,12.7,9826.5,1,Good,3.45,1.97,1.69,63.18,9.4,72.57,5.38,4.22,42.5
2172.8,4,3.0,12.3,8208.9,4,Good,8.87,1.06,1.63,17.5,10.0,126.04,3.82,4.63,76.94
2380.1,3,2.0,1.3,12982.9,2,Average,3.39,8.6,2.39,62.92,6.6,48.44,5.42,3.74,56.23
2357.1,3,2.5,18.4,10512.1,3,Average,5.11,1.44,2.51,47.21,10.0,83.87,3.58,3.09,65.64
2052.0,3,2.0,10.2,13002.5,1,Average,5.83,4.31,0.83,31.08,9.72,104.3,7.18,3.66,59.13
2591.4,4,4.0,9.5,13067.3,3,Average,9.71,2.67,3.24,16.08,10.0,116.39,6.19,3.44,75.48
2365.6,3,2.0,16.3,7275.8,2,Average,6.55,3.84,2.02,24.08,9.01,124.74,4.57,3.26,65.49
1295.7,1,1.0,16.8,6549.1,2,Average,6.11,0.85,3.53,42.6,10.0,103.34,5.02,3.1,38.26
2708.6,6,4.0,0.3,13098.6,2,Fair,4.82,3.83,2.43,48.58,9.22,88.69,6.33,3.81,74.27
2725.9,4,3.0,2.4,8136.2,2,Good,7.44,7.76,1.24,11.3,8.53,110.54,5.5,3.88,70.93
1529.7,2,1.5,4.9,6859.6,2,Fair,5.58,0.54,1.65,47.62,10.0,113.6,3.38,2.88,57.77
2024.9,3,2.5,20.4,9017.0,2,Good,6.09,1.47,1.84,33.06,10.0,108.48,5.39,3.64,59.33
2538.1,4,3.5,15.5,12432.2,2,Average,5.85,11.71,5.27,36.4,6.68,87.19,6.39,4.62,61.84
1857.0,3,2.5,25.5,8532.3,2,Average,7.8,1.02,0.59,32.28,10.0,125.25,2.63,2.84,61.73
2908.9,5,4.0,24.3,14259.0,4,Average,7.87,0.4,1.4,25.26,10.0,105.26,5.35,4.43,71.79
4570.4,6,4.5,34.5,21686.8,4,Average,4.9,0.38,2.02,53.13,10.0,77.4,4.28,2.74,99.2
1517.6,2,1.5,8.5,8641.5,1,Excellent,5.37,1.23,3.25,36.6,10.0,107.3,6.59,3.67,48.32
1232.3,3,2.0,7.6,6619.1,2,Average,5.19,2.39,3.81,51.41,10.0,90.15,4.7,2.06,42.87
2222.4,3,2.5,32.0,8572.9,2,Fair,6.83,1.2,2.51,33.69,10.0,112.81,4.59,3.88,58.86
2572.3,5,4.0,4.9,14877.6,3,Good,8.13,1.26,2.45,24.63,10.0,134.89,6.11,3.23,75.54
1843.1,1,1.0,11.1,5740.4,2,Average,6.85,5.9,0.87,30.7,8.81,111.5,4.21,2.09,49.01
3323.1,5,3.5,3.9,12228.5,2,Good,2.56,4.86,3.07,80.02,8.63,43.05,5.29,3.05,75.57
1250.7,3,2.0,44.1,5565.6,1,Good,7.87,1.39,2.07,37.54,10.0,138.73,5.51,4.72,43.24
2546.6,4,2.5,9.4,10247.3,1,Average,4.07,1.55,3.29,35.64,10.0,79.05,4.99,3.83,64.68
1616.4,2,1.5,4.3,5067.2,3,Good,5.21,11.39,5.91,51.91,4.84,93.16,3.77,3.48,42.51
3647.4,6,4.5,21.2,11718.4,3,Average,6.86,9.8,2.57,24.29,7.87,104.64,4.24,3.8,88.55
4013.3,6,4.5,5.1,18772.6,3,Good,6.35,11.77,4.8,39.09,6.19,113.56,5.06,4.16,94.48
1527.9,2,2.0,51.7,9105.0,1,Fair,8.07,9.16,2.68,8.0,8.38,144.63,3.12,4.54,44.98
1648.6,2,1.5,8.2,8120.6,2,Good,5.4,3.37,3.85,47.92,10.0,81.85,5.29,3.18,53.0
2699.6,4,3.0,19.7,11664.1,3,Average,4.76,1.38,1.78,40.44,10.0,94.66,4.91,3.84,64.83
1745.0,4,3.0,7.6,7596.3,3,Average,5.94,11.37,1.03,36.25,6.56,93.78,5.83,3.76,60.2
1966.7,3,3.0,29.6,8816.7,2,Fair,8.26,4.55,1.87,22.3,8.81,92.0,5.91,3.48,56.23
2016.0,3,2.5,40.9,7700.5,2,Good,7.63,4.17,2.83,23.62,8.8,93.13,3.97,3.26,57.12
1020.6,2,1.5,27.9,4455.1,1,Average,6.66,5.31,4.71,28.17,8.39,107.49,4.63,4.6,36.0
1988.5,3,2.5,34.0,8886.4,1,Good,8.89,3.12,2.49,12.76,10.0,141.34,4.18,3.6,62.78
1569.6,2,1.5,1.9,6961.4,1,Average,8.56,3.0,2.14,17.85,9.8,131.98,4.62,2.49,54.84
1681.4,2,1.5,46.4,,2,Good,7.92,1.63,1.82,26.26,10.0,126.84,4.92,1.8,56.98
3311.9,5,3.5,17.6,16886.2,3,Average,4.38,0.72,7.28,62.34,10.0,111.62,6.43,4.12,71.61
1287.2,1,1.0,36.6,6878.0,1,Good,7.91,2.05,7.69,16.58,10.0,123.36,4.54,3.08,41.19
2656.1,4,3.0,20.8,14887.3,3,Good,6.14,2.53,3.28,39.95,10.0,91.85,6.18,3.29,75.06
1812.3,3,2.5,4.1,9700.1,3,,5.79,6.93,2.6,47.51,8.4,89.8,5.49,3.71,62.32
1811.8,4,3.0,16.9,5313.7,2,Average,5.27,1.84,3.32,36.62,10.0,108.51,6.72,5.25,49.78
2635.0,2,2.0,1.7,,2,Good,6.19,7.07,1.14,22.15,7.6,78.43,4.81,4.42,66.97
2250.7,3,2.0,21.4,6268.3,2,Good,5.37,1.42,2.72,26.91,10.0,104.13,4.31,3.23,66.87
2439.9,5,3.5,9.5,13406.2,2,Average,6.81,9.46,4.3,15.62,7.54,103.49,5.36,3.95,68.45
2804.2,5,3.5,3.0,15451.0,3,Fair,6.19,0.33,1.98,51.81,10.0,84.53,3.43,2.95,81.86
1779.4,3,2.0,65.0,9455.1,2,Fair,6.9,2.58,2.55,40.07,10.0,84.01,5.37,3.98,51.17
1612.8,3,2.0,41.6,9992.8,3,Fair,7.5,1.44,2.95,31.74,9.79,131.93,5.82,2.78,53.14
1366.8,2,1.5,40.3,7720.6,1,Good,5.97,1.32,4.26,49.04,10.0,81.65,6.41,3.54,40.2
1496.8,1,1.5,28.0,8824.0,1,Average,5.17,0.46,5.08,41.08,10.0,85.36,5.65,3.56,37.11
5200.0,6,5.0,21.2,17720.0,3,Average,2.89,3.86,6.99,83.17,9.83,44.57,5.04,2.61,87.27
3089.1,4,3.0,19.2,17805.5,2,Average,7.89,1.8,3.43,24.6,10.0,143.22,7.34,2.96,78.44
1245.3,1,1.0,2.0,5538.2,0,,6.64,9.73,2.45,33.91,9.35,102.75,5.19,1.8,51.68
1257.8,2,1.5,41.5,8409.9,2,Average,6.18,4.19,0.74,49.28,10.0,77.25,4.04,3.12,36.6
2365.3,5,3.0,38.3,7550.3,3,Average,8.61,2.07,0.71,25.8,10.0,118.01,5.16,4.24,68.33
2420.0,6,4.0,24.8,7575.6,3,Average,4.18,3.36,2.05,61.65,8.42,92.58,3.72,4.9,54.6
2421.4,4,3.0,47.2,12345.4,2,Average,6.6,0.42,3.51,47.75,10.0,87.24,3.84,4.52,69.86
1827.6,3,2.5,14.5,5687.4,2,Average,4.76,3.05,3.15,46.66,9.16,74.73,5.47,3.11,44.97
1912.4,2,1.5,10.7,9143.4,1,Good,7.68,3.71,2.45,26.28,9.89,129.95,3.74,3.39,71.91
2241.2,4,3.0,61.9,6934.7,2,Fair,2.49,0.56,2.62,58.25,10.0,58.46,4.52,3.35,49.53
